#Name,n_Name,JD,Band,l_mag,mag,e_mag,Source
U Sco,e,2451262.22000,V,,14.400,0.15,AAVSO
U Sco,e,2451263.30100,V,,14.400,0.15,AAVSO
U Sco,e,2451263.58300,V,,14.200,0.15,AAVSO
U Sco,e,2451263.87100,V,,14.200,0.15,AAVSO
U Sco,e,2451264.18300,V,,14.300,0.15,AAVSO
U Sco,e,2451264.30200,V,,14.500,0.15,AAVSO
U Sco,e,2451264.89600,V,,14.300,0.15,AAVSO
U Sco,e,2451265.61100,V,,14.500,0.15,AAVSO
U Sco,e,2451278.85700,V,,15.900,0.15,AAVSO
U Sco,e,2451281.79000,V,,16.000,0.15,AAVSO
U Sco,e,2451291.90000,V,,16.500,0.15,AAVSO
